Name,IPFamily,Type,IPAddress,Description
CTAS_IP_412,IPv4,IP,105.224.75.40,악성코드 유포지
CTAS_IP_413,IPv4,IP,196.189.198.193,악성코드 유포지
CTAS_IP_414,IPv4,IP,110.37.39.234,악성코드 유포지
CTAS_IP_415,IPv4,IP,191.37.19.74,악성코드 유포지
CTAS_IP_416,IPv4,IP,222.127.68.197,악성코드 유포지
CTAS_IP_417,IPv4,IP,182.116.89.54,악성코드 유포지
CTAS_IP_418,IPv4,IP,124.135.33.173,악성코드 유포지
CTAS_IP_419,IPv4,IP,219.157.179.185,악성코드 유포지
CTAS_IP_420,IPv4,IP,123.5.8.207,악성코드 유포지
CTAS_IP_421,IPv4,IP,182.127.220.207,악성코드 유포지
CTAS_IP_422,IPv4,IP,59.88.141.200,악성코드 유포지
CTAS_IP_423,IPv4,IP,119.179.237.164,악성코드 유포지
CTAS_IP_424,IPv4,IP,115.50.222.96,악성코드 유포지
CTAS_IP_425,IPv4,IP,115.58.173.61,악성코드 유포지
CTAS_IP_426,IPv4,IP,115.48.134.138,악성코드 유포지
CTAS_IP_427,IPv4,IP,182.127.102.58,악성코드 유포지
CTAS_IP_428,IPv4,IP,42.235.73.156,악성코드 유포지
CTAS_IP_429,IPv4,IP,88.214.20.143,악성코드 유포지
CTAS_IP_430,IPv4,IP,125.231.24.147,피싱
CTAS_IP_431,IPv4,IP,123.14.33.100,악성코드 유포지
CTAS_IP_432,IPv4,IP,110.39.230.2,악성코드 유포지
CTAS_IP_433,IPv4,IP,27.8.9.245,악성코드 유포지
CTAS_IP_434,IPv4,IP,59.58.42.128,악성코드 유포지
CTAS_IP_435,IPv4,IP,220.164.229.87,악성코드 유포지
CTAS_IP_436,IPv4,IP,213.242.25.214,악성코드 유포지
CTAS_IP_437,IPv4,IP,180.252.221.19,악성코드 유포지
CTAS_IP_438,IPv4,IP,180.120.0.93,악성코드 유포지
CTAS_IP_439,IPv4,IP,122.157.69.181,악성코드 유포지
CTAS_IP_440,IPv4,IP,112.227.152.253,악성코드 유포지
CTAS_IP_441,IPv4,IP,105.186.202.128,악성코드 유포지
CTAS_IP_442,IPv4,IP,110.186.229.129,악성코드 유포지
CTAS_IP_443,IPv4,IP,219.155.26.235,악성코드 유포지
CTAS_IP_444,IPv4,IP,32.219.189.94,악성코드 유포지
CTAS_IP_445,IPv4,IP,46.77.52.190,악성코드 유포지
CTAS_IP_446,IPv4,IP,49.204.232.47,악성코드 유포지
CTAS_IP_447,IPv4,IP,45.179.225.75,악성코드 유포지
CTAS_IP_448,IPv4,IP,24.93.22.147,악성코드 유포지
CTAS_IP_449,IPv4,IP,217.115.212.126,악성코드 유포지
CTAS_IP_450,IPv4,IP,117.207.118.36,악성코드 유포지
CTAS_IP_451,IPv4,IP,50.65.169.30,악성코드 유포지
CTAS_IP_452,IPv4,IP,203.212.222.22,악성코드 유포지
CTAS_IP_453,IPv4,IP,203.192.211.119,악성코드 유포지
CTAS_IP_454,IPv4,IP,47.201.14.128,악성코드 유포지
CTAS_IP_455,IPv4,IP,37.34.230.9,악성코드 유포지
CTAS_IP_456,IPv4,IP,49.158.206.47,악성코드 유포지
CTAS_IP_457,IPv4,IP,31.223.60.33,악성코드 유포지
CTAS_IP_458,IPv4,IP,37.34.209.216,악성코드 유포지
CTAS_IP_459,IPv4,IP,212.225.203.24,악성코드 유포지
CTAS_IP_460,IPv4,IP,212.225.179.160,악성코드 유포지
CTAS_IP_461,IPv4,IP,212.225.186.186,악성코드 유포지
CTAS_IP_462,IPv4,IP,212.225.179.114,악성코드 유포지
CTAS_IP_463,IPv4,IP,41.32.249.165,악성코드 유포지
CTAS_IP_464,IPv4,IP,223.15.165.148,악성코드 유포지
CTAS_IP_465,IPv4,IP,61.54.253.47,악성코드 유포지
CTAS_IP_466,IPv4,IP,60.211.89.23,악성코드 유포지
CTAS_IP_467,IPv4,IP,59.180.166.194,악성코드 유포지
CTAS_IP_468,IPv4,IP,42.227.172.47,악성코드 유포지
CTAS_IP_469,IPv4,IP,42.229.218.119,악성코드 유포지
CTAS_IP_470,IPv4,IP,42.225.200.140,악성코드 유포지
CTAS_IP_471,IPv4,IP,27.215.114.193,악성코드 유포지
CTAS_IP_472,IPv4,IP,222.140.156.194,악성코드 유포지
CTAS_IP_473,IPv4,IP,221.15.186.110,악성코드 유포지
CTAS_IP_474,IPv4,IP,221.15.8.92,악성코드 유포지
CTAS_IP_475,IPv4,IP,219.154.191.118,악성코드 유포지
CTAS_IP_476,IPv4,IP,203.101.187.22,악성코드 유포지
CTAS_IP_477,IPv4,IP,182.176.82.151,악성코드 유포지
CTAS_IP_478,IPv4,IP,182.126.243.96,악성코드 유포지
CTAS_IP_479,IPv4,IP,182.126.115.234,악성코드 유포지
CTAS_IP_480,IPv4,IP,182.113.198.68,악성코드 유포지
CTAS_IP_481,IPv4,IP,125.41.2.93,악성코드 유포지
CTAS_IP_482,IPv4,IP,125.44.51.33,악성코드 유포지
CTAS_IP_483,IPv4,IP,125.40.2.67,악성코드 유포지
CTAS_IP_484,IPv4,IP,123.5.174.236,악성코드 유포지
CTAS_IP_485,IPv4,IP,123.14.76.236,악성코드 유포지
CTAS_IP_486,IPv4,IP,123.129.62.250,악성코드 유포지
CTAS_IP_487,IPv4,IP,123.11.78.17,악성코드 유포지
CTAS_IP_488,IPv4,IP,123.12.86.6,악성코드 유포지
CTAS_IP_489,IPv4,IP,117.209.89.209,악성코드 유포지
CTAS_IP_490,IPv4,IP,117.245.142.221,악성코드 유포지
CTAS_IP_491,IPv4,IP,115.57.13.76,악성코드 유포지
CTAS_IP_492,IPv4,IP,115.53.200.190,악성코드 유포지
CTAS_IP_493,IPv4,IP,115.49.87.133,악성코드 유포지
CTAS_IP_494,IPv4,IP,115.48.146.54,악성코드 유포지
CTAS_IP_495,IPv4,IP,112.225.175.193,악성코드 유포지
CTAS_IP_496,IPv4,IP,110.37.37.129,악성코드 유포지
CTAS_IP_497,IPv4,IP,27.72.159.162,악성코드 유포지
CTAS_IP_498,IPv4,IP,64.140.100.201,악성코드 유포지
CTAS_IP_499,IPv4,IP,62.122.96.124,악성코드 유포지
CTAS_IP_500,IPv4,IP,62.162.113.34,악성코드 유포지
CTAS_IP_501,IPv4,IP,58.145.168.170,악성코드 유포지
CTAS_IP_502,IPv4,IP,5.43.75.27,악성코드 유포지
CTAS_IP_503,IPv4,IP,5.10.183.36,악성코드 유포지
CTAS_IP_504,IPv4,IP,47.49.114.179,악성코드 유포지
CTAS_IP_505,IPv4,IP,46.97.36.202,악성코드 유포지
CTAS_IP_506,IPv4,IP,46.231.35.22,악성코드 유포지
CTAS_IP_507,IPv4,IP,46.151.56.42,악성코드 유포지
CTAS_IP_508,IPv4,IP,46.109.73.17,악성코드 유포지
CTAS_IP_509,IPv4,IP,45.173.12.30,악성코드 유포지
CTAS_IP_510,IPv4,IP,45.116.68.12,악성코드 유포지
CTAS_IP_511,IPv4,IP,45.112.126.123,악성코드 유포지
CTAS_IP_512,IPv4,IP,43.249.54.246,악성코드 유포지
CTAS_IP_513,IPv4,IP,41.57.125.226,악성코드 유포지
CTAS_IP_514,IPv4,IP,41.77.74.90,악성코드 유포지
CTAS_IP_515,IPv4,IP,41.219.187.180,악성코드 유포지
CTAS_IP_516,IPv4,IP,37.252.66.188,악성코드 유포지
CTAS_IP_517,IPv4,IP,37.233.63.185,악성코드 유포지
CTAS_IP_518,IPv4,IP,37.192.22.166,악성코드 유포지
CTAS_IP_519,IPv4,IP,37.157.212.138,악성코드 유포지
CTAS_IP_520,IPv4,IP,36.88.180.115,악성코드 유포지
CTAS_IP_521,IPv4,IP,94.43.139.153,악성코드 유포지
CTAS_IP_522,IPv4,IP,42.56.208.137,악성코드 유포지
CTAS_IP_523,IPv4,IP,27.37.89.169,악성코드 유포지
CTAS_IP_524,IPv4,IP,27.37.62.32,악성코드 유포지
CTAS_IP_525,IPv4,IP,27.37.62.174,악성코드 유포지
CTAS_IP_526,IPv4,IP,218.60.253.28,악성코드 유포지
CTAS_IP_527,IPv4,IP,218.60.176.173,악성코드 유포지
CTAS_IP_528,IPv4,IP,175.150.192.235,악성코드 유포지
CTAS_IP_529,IPv4,IP,175.150.85.241,악성코드 유포지
CTAS_IP_530,IPv4,IP,123.190.22.7,악성코드 유포지
CTAS_IP_531,IPv4,IP,36.225.83.109,피싱
CTAS_IP_532,IPv4,IP,36.232.72.71,피싱
CTAS_IP_533,IPv4,IP,36.232.84.127,피싱
CTAS_IP_534,IPv4,IP,36.232.121.101,피싱
CTAS_IP_535,IPv4,IP,36.232.72.221,피싱
CTAS_IP_536,IPv4,IP,36.232.94.34,피싱
CTAS_IP_537,IPv4,IP,36.232.73.166,피싱
CTAS_IP_538,IPv4,IP,36.225.76.99,피싱
CTAS_IP_539,IPv4,IP,36.232.103.17,피싱
CTAS_IP_540,IPv4,IP,114.41.17.167,피싱
CTAS_IP_541,IPv4,IP,114.26.141.27,피싱
CTAS_IP_542,IPv4,IP,111.253.213.84,피싱
CTAS_IP_543,IPv4,IP,111.253.199.188,피싱
CTAS_IP_544,IPv4,IP,1.168.164.54,피싱
CTAS_IP_545,IPv4,IP,156.233.71.222,정보유출지
CTAS_IP_546,IPv4,IP,111.253.214.101,피싱
CTAS_IP_547,IPv4,IP,36.232.100.221,피싱
CTAS_IP_548,IPv4,IP,1.164.183.237,피싱
CTAS_IP_549,IPv4,IP,111.253.216.135,피싱
CTAS_IP_550,IPv4,IP,111.253.210.125,피싱
CTAS_IP_551,IPv4,IP,104.192.224.133,악성앱 정보유출지
CTAS_IP_552,IPv4,IP,125.231.23.205,피싱
CTAS_IP_553,IPv4,IP,36.225.125.33,피싱
CTAS_IP_554,IPv4,IP,111.253.213.204,피싱
CTAS_IP_555,IPv4,IP,111.253.214.48,피싱
CTAS_IP_556,IPv4,IP,111.253.216.203,피싱
CTAS_IP_557,IPv4,IP,114.41.21.126,피싱
CTAS_IP_558,IPv4,IP,111.253.200.13,피싱
CTAS_IP_559,IPv4,IP,111.253.214.43,피싱
CTAS_IP_560,IPv4,IP,36.232.65.24,피싱
CTAS_IP_561,IPv4,IP,36.232.119.75,피싱
CTAS_IP_562,IPv4,IP,36.232.81.108,피싱
CTAS_IP_563,IPv4,IP,36.225.123.216,피싱
CTAS_IP_564,IPv4,IP,36.232.92.144,피싱
CTAS_IP_565,IPv4,IP,36.232.68.171,피싱
CTAS_IP_566,IPv4,IP,111.253.209.2,피싱
CTAS_IP_567,IPv4,IP,1.170.228.99,피싱
CTAS_IP_568,IPv4,IP,39.67.88.37,악성코드 유포지
CTAS_IP_569,IPv4,IP,115.201.154.255,악성코드 유포지
CTAS_IP_570,IPv4,IP,115.49.27.59,악성코드 유포지
CTAS_IP_571,IPv4,IP,115.59.68.209,악성코드 유포지
CTAS_IP_572,IPv4,IP,115.56.153.145,악성코드 유포지
CTAS_IP_573,IPv4,IP,182.121.109.59,악성코드 유포지
CTAS_IP_574,IPv4,IP,42.6.188.169,악성코드 유포지
CTAS_IP_575,IPv4,IP,27.37.215.51,악성코드 유포지
CTAS_IP_576,IPv4,IP,58.255.41.186,악성코드 유포지
CTAS_IP_577,IPv4,IP,27.37.126.230,악성코드 유포지
CTAS_IP_578,IPv4,IP,220.201.24.79,악성코드 유포지
CTAS_IP_579,IPv4,IP,175.165.81.253,악성코드 유포지
CTAS_IP_580,IPv4,IP,113.225.35.233,악성코드 유포지
CTAS_IP_581,IPv4,IP,79.17.142.40,악성코드 유포지
CTAS_IP_582,IPv4,IP,110.37.102.128,악성코드 유포지
CTAS_IP_583,IPv4,IP,46.236.171.191,악성코드 유포지
CTAS_IP_584,IPv4,IP,36.232.71.180,피싱
CTAS_IP_585,IPv4,IP,36.232.100.219,피싱
CTAS_IP_586,IPv4,IP,36.232.80.193,피싱
CTAS_IP_587,IPv4,IP,36.232.123.135,피싱
CTAS_IP_588,IPv4,IP,114.41.20.63,피싱
CTAS_IP_589,IPv4,IP,1.170.240.69,피싱
CTAS_IP_590,IPv4,IP,36.232.111.79,피싱
CTAS_IP_591,IPv4,IP,36.225.71.163,피싱
CTAS_IP_592,IPv4,IP,36.232.90.177,피싱
CTAS_IP_593,IPv4,IP,36.232.92.11,피싱
CTAS_IP_594,IPv4,IP,111.253.194.241,피싱
CTAS_IP_595,IPv4,IP,122.148.184.156,악성코드 유포지
CTAS_IP_596,IPv4,IP,110.37.27.164,악성코드 유포지
CTAS_IP_597,IPv4,IP,110.38.208.89,악성코드 유포지
CTAS_IP_598,IPv4,IP,110.37.5.60,악성코드 유포지
CTAS_IP_599,IPv4,IP,110.37.67.34,악성코드 유포지
CTAS_IP_600,IPv4,IP,110.37.82.255,악성코드 유포지
CTAS_IP_601,IPv4,IP,110.37.35.235,악성코드 유포지
CTAS_IP_602,IPv4,IP,110.37.24.11,악성코드 유포지
CTAS_IP_603,IPv4,IP,110.38.201.35,악성코드 유포지
CTAS_IP_604,IPv4,IP,222.127.63.144,악성코드 유포지
CTAS_IP_605,IPv4,IP,77.245.107.223,악성코드 유포지
CTAS_IP_606,IPv4,IP,59.93.180.237,악성코드 유포지
CTAS_IP_607,IPv4,IP,117.248.26.134,악성코드 유포지
CTAS_IP_608,IPv4,IP,59.88.251.92,악성코드 유포지
CTAS_IP_609,IPv4,IP,117.215.62.6,악성코드 유포지
CTAS_IP_610,IPv4,IP,117.203.144.105,악성코드 유포지
CTAS_IP_611,IPv4,IP,61.3.103.195,악성코드 유포지
CTAS_IP_612,IPv4,IP,123.13.36.61,악성코드 유포지
CTAS_IP_613,IPv4,IP,182.114.251.160,악성코드 유포지
CTAS_IP_614,IPv4,IP,42.230.17.22,악성코드 유포지
CTAS_IP_615,IPv4,IP,61.53.74.56,악성코드 유포지
CTAS_IP_616,IPv4,IP,42.224.98.159,악성코드 유포지
CTAS_IP_617,IPv4,IP,219.155.208.150,악성코드 유포지
CTAS_IP_618,IPv4,IP,175.9.166.82,악성코드 유포지
CTAS_IP_619,IPv4,IP,117.24.140.20,악성코드 유포지
CTAS_IP_620,IPv4,IP,27.15.37.36,악성코드 유포지
CTAS_IP_621,IPv4,IP,182.129.144.150,악성코드 유포지
CTAS_IP_622,IPv4,IP,113.206.14.54,악성코드 유포지
CTAS_IP_623,IPv4,IP,222.138.64.12,악성코드 유포지
CTAS_IP_624,IPv4,IP,113.221.74.253,악성코드 유포지
CTAS_IP_625,IPv4,IP,115.55.242.85,악성코드 유포지
CTAS_IP_626,IPv4,IP,115.53.198.243,악성코드 유포지
CTAS_IP_627,IPv4,IP,115.63.13.217,악성코드 유포지
CTAS_IP_628,IPv4,IP,182.127.124.4,악성코드 유포지
CTAS_IP_629,IPv4,IP,42.239.159.165,악성코드 유포지
CTAS_IP_630,IPv4,IP,221.15.90.192,악성코드 유포지
CTAS_IP_631,IPv4,IP,42.228.47.155,악성코드 유포지
CTAS_IP_632,IPv4,IP,182.126.109.85,악성코드 유포지
CTAS_IP_633,IPv4,IP,125.45.55.183,악성코드 유포지
CTAS_IP_634,IPv4,IP,182.123.225.10,악성코드 유포지
CTAS_IP_635,IPv4,IP,219.156.97.142,악성코드 유포지
CTAS_IP_636,IPv4,IP,222.134.163.3,악성코드 유포지
CTAS_IP_637,IPv4,IP,221.1.227.135,악성코드 유포지
CTAS_IP_638,IPv4,IP,182.127.86.72,악성코드 유포지
CTAS_IP_639,IPv4,IP,124.131.4.213,악성코드 유포지
CTAS_IP_640,IPv4,IP,119.183.26.169,악성코드 유포지
CTAS_IP_641,IPv4,IP,27.219.143.27,악성코드 유포지
CTAS_IP_642,IPv4,IP,182.119.60.58,악성코드 유포지
CTAS_IP_643,IPv4,IP,182.112.41.169,악성코드 유포지
CTAS_IP_644,IPv4,IP,115.55.226.146,악성코드 유포지
CTAS_IP_645,IPv4,IP,125.45.57.78,악성코드 유포지
CTAS_IP_646,IPv4,IP,220.201.64.178,악성코드 유포지
CTAS_IP_647,IPv4,IP,123.188.65.34,악성코드 유포지
CTAS_IP_648,IPv4,IP,175.175.129.6,악성코드 유포지
CTAS_IP_649,IPv4,IP,42.5.232.94,악성코드 유포지
CTAS_IP_650,IPv4,IP,119.116.160.159,악성코드 유포지
CTAS_IP_651,IPv4,IP,175.168.146.69,악성코드 유포지
CTAS_IP_652,IPv4,IP,175.149.170.220,악성코드 유포지
CTAS_IP_653,IPv4,IP,175.165.81.8,악성코드 유포지
CTAS_IP_654,IPv4,IP,111.253.214.50,피싱
CTAS_IP_655,IPv4,IP,1.168.177.11,피싱
CTAS_IP_656,IPv4,IP,36.232.119.2,피싱
CTAS_IP_657,IPv4,IP,104.192.224.14,악성앱 정보유출지
CTAS_IP_658,IPv4,IP,36.232.78.250,피싱
CTAS_IP_659,IPv4,IP,36.232.87.235,피싱
CTAS_IP_660,IPv4,IP,36.225.105.152,피싱
CTAS_IP_661,IPv4,IP,36.232.87.200,피싱
CTAS_IP_662,IPv4,IP,111.253.214.137,피싱
CTAS_IP_663,IPv4,IP,111.253.214.32,피싱
CTAS_IP_664,IPv4,IP,1.170.196.224,피싱
CTAS_IP_665,IPv4,IP,36.232.82.29,피싱
CTAS_IP_666,IPv4,IP,111.253.196.83,피싱
CTAS_IP_667,IPv4,IP,111.253.213.74,피싱
CTAS_IP_668,IPv4,IP,36.225.125.232,피싱
CTAS_IP_669,IPv4,IP,36.232.99.192,피싱
CTAS_IP_670,IPv4,IP,219.157.37.45,악성코드 유포지
CTAS_IP_671,IPv4,IP,175.0.66.172,악성코드 유포지
CTAS_IP_672,IPv4,IP,78.66.61.19,악성코드 유포지
CTAS_IP_673,IPv4,IP,110.37.3.251,악성코드 유포지
CTAS_IP_674,IPv4,IP,112.140.191.204,악성코드 유포지
CTAS_IP_675,IPv4,IP,61.7.184.38,악성코드 유포지
CTAS_IP_676,IPv4,IP,222.127.75.70,악성코드 유포지
CTAS_IP_677,IPv4,IP,123.10.159.114,악성코드 유포지
CTAS_IP_678,IPv4,IP,117.216.190.200,악성코드 유포지
CTAS_IP_679,IPv4,IP,117.209.16.211,악성코드 유포지
CTAS_IP_680,IPv4,IP,42.224.87.106,악성코드 유포지
CTAS_IP_681,IPv4,IP,115.51.42.168,악성코드 유포지
CTAS_IP_682,IPv4,IP,111.50.70.34,악성코드 유포지
CTAS_IP_683,IPv4,IP,58.255.42.57,악성코드 유포지
CTAS_IP_684,IPv4,IP,221.200.217.112,악성코드 유포지
CTAS_IP_685,IPv4,IP,27.37.121.47,악성코드 유포지
CTAS_IP_686,IPv4,IP,36.232.83.154,피싱
CTAS_IP_687,IPv4,IP,45.120.79.202,피싱
CTAS_IP_688,IPv4,IP,111.253.210.142,피싱
CTAS_IP_689,IPv4,IP,111.246.107.217,피싱
CTAS_IP_690,IPv4,IP,111.246.235.37,피싱
CTAS_IP_691,IPv4,IP,36.232.79.46,피싱
CTAS_IP_692,IPv4,IP,182.123.254.229,악성코드 유포지
CTAS_IP_693,IPv4,IP,61.52.139.22,악성코드 유포지
CTAS_IP_694,IPv4,IP,59.101.174.131,악성코드 유포지
CTAS_IP_695,IPv4,IP,222.127.251.23,악성코드 유포지
CTAS_IP_696,IPv4,IP,120.28.124.40,악성코드 유포지
CTAS_IP_697,IPv4,IP,124.134.78.199,악성코드 유포지
CTAS_IP_698,IPv4,IP,120.28.218.245,악성코드 유포지
CTAS_IP_699,IPv4,IP,120.28.169.104,악성코드 유포지
CTAS_IP_700,IPv4,IP,120.28.219.42,악성코드 유포지
CTAS_IP_701,IPv4,IP,59.42.88.121,악성코드 유포지
CTAS_IP_702,IPv4,IP,110.36.89.45,악성코드 유포지
CTAS_IP_703,IPv4,IP,123.245.98.152,악성코드 유포지
CTAS_IP_704,IPv4,IP,110.37.116.127,악성코드 유포지
CTAS_IP_705,IPv4,IP,110.37.16.57,악성코드 유포지
CTAS_IP_706,IPv4,IP,112.251.85.192,악성코드 유포지
CTAS_IP_707,IPv4,IP,222.127.55.224,악성코드 유포지
CTAS_IP_708,IPv4,IP,117.241.204.71,악성코드 유포지
CTAS_IP_709,IPv4,IP,110.37.39.146,악성코드 유포지
CTAS_IP_710,IPv4,IP,110.39.229.188,악성코드 유포지
CTAS_IP_711,IPv4,IP,182.176.116.4,악성코드 유포지
CTAS_IP_712,IPv4,IP,42.224.124.46,악성코드 유포지
CTAS_IP_713,IPv4,IP,110.36.88.237,악성코드 유포지
CTAS_IP_714,IPv4,IP,222.140.161.250,악성코드 유포지
CTAS_IP_715,IPv4,IP,115.53.245.106,악성코드 유포지
CTAS_IP_716,IPv4,IP,123.14.219.90,악성코드 유포지
CTAS_IP_717,IPv4,IP,115.59.13.220,악성코드 유포지
CTAS_IP_718,IPv4,IP,115.49.65.160,악성코드 유포지
CTAS_IP_719,IPv4,IP,112.238.194.174,악성코드 유포지
CTAS_IP_720,IPv4,IP,110.38.211.48,악성코드 유포지
CTAS_IP_721,IPv4,IP,221.15.94.7,악성코드 유포지
CTAS_IP_722,IPv4,IP,117.241.59.29,악성코드 유포지
CTAS_IP_723,IPv4,IP,219.157.20.194,악성코드 유포지
CTAS_IP_724,IPv4,IP,222.140.160.8,악성코드 유포지
CTAS_IP_725,IPv4,IP,115.62.157.112,악성코드 유포지
CTAS_IP_726,IPv4,IP,123.9.34.118,악성코드 유포지
CTAS_IP_727,IPv4,IP,222.141.43.126,악성코드 유포지
CTAS_IP_728,IPv4,IP,115.55.81.35,악성코드 유포지
CTAS_IP_729,IPv4,IP,182.126.112.204,악성코드 유포지
CTAS_IP_730,IPv4,IP,182.117.123.178,악성코드 유포지
CTAS_IP_731,IPv4,IP,27.215.178.97,악성코드 유포지
CTAS_IP_732,IPv4,IP,115.50.231.16,악성코드 유포지
CTAS_IP_733,IPv4,IP,42.231.49.218,악성코드 유포지
CTAS_IP_734,IPv4,IP,115.62.116.30,악성코드 유포지
CTAS_IP_735,IPv4,IP,42.228.33.93,악성코드 유포지
CTAS_IP_736,IPv4,IP,110.37.61.110,악성코드 유포지
CTAS_IP_737,IPv4,IP,117.231.141.121,악성코드 유포지
CTAS_IP_738,IPv4,IP,115.53.222.178,악성코드 유포지
CTAS_IP_739,IPv4,IP,219.155.9.13,악성코드 유포지
CTAS_IP_740,IPv4,IP,42.230.24.213,악성코드 유포지
CTAS_IP_741,IPv4,IP,124.94.205.151,악성코드 유포지
CTAS_IP_742,IPv4,IP,221.200.217.85,악성코드 유포지
CTAS_IP_743,IPv4,IP,124.94.223.111,악성코드 유포지
CTAS_IP_744,IPv4,IP,42.5.66.188,악성코드 유포지
CTAS_IP_745,IPv4,IP,42.85.48.108,악성코드 유포지
CTAS_IP_746,IPv4,IP,218.24.99.3,악성코드 유포지
CTAS_IP_747,IPv4,IP,1.196.78.114,악성코드 유포지
CTAS_IP_748,IPv4,IP,36.232.69.103,피싱
CTAS_IP_749,IPv4,IP,36.232.115.196,피싱
CTAS_IP_750,IPv4,IP,36.232.110.10,피싱
CTAS_IP_751,IPv4,IP,36.232.68.189,피싱
CTAS_IP_752,IPv4,IP,36.232.89.149,피싱
CTAS_IP_753,IPv4,IP,36.232.69.22,피싱
CTAS_IP_754,IPv4,IP,36.232.64.85,피싱
CTAS_IP_755,IPv4,IP,110.186.228.165,악성코드 유포지
CTAS_IP_756,IPv4,IP,113.221.57.113,악성코드 유포지
CTAS_IP_757,IPv4,IP,110.37.19.215,악성코드 유포지
CTAS_IP_758,IPv4,IP,182.124.64.129,악성코드 유포지
CTAS_IP_759,IPv4,IP,219.155.222.14,악성코드 유포지
CTAS_IP_760,IPv4,IP,162.219.216.183,악성코드 유포지
CTAS_IP_761,IPv4,IP,117.209.25.13,악성코드 유포지
CTAS_IP_762,IPv4,IP,115.55.251.41,악성코드 유포지
CTAS_IP_763,IPv4,IP,59.97.182.213,악성코드 유포지
CTAS_IP_764,IPv4,IP,110.36.73.21,악성코드 유포지
CTAS_IP_765,IPv4,IP,110.37.59.113,악성코드 유포지
CTAS_IP_766,IPv4,IP,115.56.154.230,악성코드 유포지
CTAS_IP_767,IPv4,IP,42.231.91.127,악성코드 유포지
CTAS_IP_768,IPv4,IP,175.149.95.200,악성코드 유포지
CTAS_IP_769,IPv4,IP,175.165.85.206,악성코드 유포지
CTAS_IP_770,IPv4,IP,60.19.11.29,악성코드 유포지
CTAS_IP_771,IPv4,IP,156.233.71.230,악성코드 유포지
CTAS_IP_772,IPv4,IP,82.60.49.228,악성코드 유포지
CTAS_IP_773,IPv4,IP,222.142.93.65,악성코드 유포지
CTAS_IP_774,IPv4,IP,124.162.223.228,악성코드 유포지
CTAS_IP_775,IPv4,IP,117.26.226.171,악성코드 유포지
CTAS_IP_776,IPv4,IP,112.98.97.145,악성코드 유포지
CTAS_IP_777,IPv4,IP,42.230.24.253,악성코드 유포지
CTAS_IP_778,IPv4,IP,123.9.240.76,악성코드 유포지
CTAS_IP_779,IPv4,IP,1.43.5.24,악성코드 유포지
CTAS_IP_780,IPv4,IP,42.225.241.22,악성코드 유포지
CTAS_IP_781,IPv4,IP,42.230.54.240,악성코드 유포지
CTAS_IP_782,IPv4,IP,42.239.191.80,악성코드 유포지
CTAS_IP_783,IPv4,IP,42.232.86.2,악성코드 유포지
CTAS_IP_784,IPv4,IP,27.215.137.51,악성코드 유포지
CTAS_IP_785,IPv4,IP,27.204.252.240,악성코드 유포지
CTAS_IP_786,IPv4,IP,221.214.191.18,악성코드 유포지
CTAS_IP_787,IPv4,IP,221.15.184.233,악성코드 유포지
CTAS_IP_788,IPv4,IP,219.154.36.142,악성코드 유포지
CTAS_IP_789,IPv4,IP,182.127.69.99,악성코드 유포지
CTAS_IP_790,IPv4,IP,182.116.118.124,악성코드 유포지
CTAS_IP_791,IPv4,IP,182.113.3.223,악성코드 유포지
CTAS_IP_792,IPv4,IP,125.41.224.97,악성코드 유포지
CTAS_IP_793,IPv4,IP,125.40.83.201,악성코드 유포지
CTAS_IP_794,IPv4,IP,123.10.8.128,악성코드 유포지
CTAS_IP_795,IPv4,IP,119.179.251.214,악성코드 유포지
CTAS_IP_796,IPv4,IP,119.179.237.29,악성코드 유포지
CTAS_IP_797,IPv4,IP,115.63.201.44,악성코드 유포지
CTAS_IP_798,IPv4,IP,115.50.40.10,악성코드 유포지
CTAS_IP_799,IPv4,IP,115.50.231.176,악성코드 유포지
CTAS_IP_800,IPv4,IP,115.48.36.18,악성코드 유포지
CTAS_IP_801,IPv4,IP,112.249.78.255,악성코드 유포지
CTAS_IP_802,IPv4,IP,112.240.253.55,악성코드 유포지
CTAS_IP_803,IPv4,IP,110.38.192.30,악성코드 유포지
CTAS_IP_804,IPv4,IP,110.37.106.206,악성코드 유포지
CTAS_IP_805,IPv4,IP,213.5.19.220,악성코드 유포지
CTAS_IP_806,IPv4,IP,36.92.68.241,악성코드 유포지
CTAS_IP_807,IPv4,IP,36.91.144.195,악성코드 유포지
CTAS_IP_808,IPv4,IP,36.67.246.82,악성코드 유포지
CTAS_IP_809,IPv4,IP,31.210.217.24,악성코드 유포지
CTAS_IP_810,IPv4,IP,212.55.98.177,악성코드 유포지
CTAS_IP_811,IPv4,IP,36.66.139.36,악성코드 유포지
CTAS_IP_812,IPv4,IP,36.66.168.49,악성코드 유포지
CTAS_IP_813,IPv4,IP,31.47.103.116,악성코드 유포지
CTAS_IP_814,IPv4,IP,31.186.54.111,악성코드 유포지
CTAS_IP_815,IPv4,IP,36.64.210.218,악성코드 유포지
CTAS_IP_816,IPv4,IP,31.186.54.203,악성코드 유포지
CTAS_IP_817,IPv4,IP,27.147.225.2,악성코드 유포지
CTAS_IP_818,IPv4,IP,217.150.78.122,악성코드 유포지
CTAS_IP_819,IPv4,IP,213.6.74.138,악성코드 유포지
CTAS_IP_820,IPv4,IP,212.85.176.23,악성코드 유포지
CTAS_IP_821,IPv4,IP,213.91.236.237,악성코드 유포지
